,amt.pledged,blurb,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
1499,314771.0,"
A brand new horror game from Hifumi Kono, the creator of the Clock Tower game series, and Takashi Shimizu, the director of The Grudge.
",Playism Games,Video Games,usd,300000.0,"Tokyo, Japan",2408,"[73, 500, 904, 183, 105, 87, 30, 94, 208, 100, 16, 10, 5, 4, 1, 7, 4, 5, 1, 3, 6, 3, 3, 1, 2]","[5.0, 18.0, 20.0, 25.0, 40.0, 50.0, 60.0, 75.0, 120.0, 200.0, 300.0, 400.0, 600.0, 800.0, 1200.0, 1500.0, 2500.0, 3000.0, 3000.0, 4000.0, 5000.0, 10000.0, 10000.0, 10000.0, 10000.0]",Project Scissors: NightCry,/projects/playism/project-scissors-nightcry
1500,339848.0,"
UP FRONT, a game of small-unit combat in World War II, is an award-winning game recognized for its innovative, card-driven play.
",Rik Falch,Tabletop Games,usd,30000.0,"Atlanta, GA",2407,"[12, 2, 434, 129, 84, 33, 2, 195, 1254, 10, 10, 10, 9, 5, 10, 19, 10, 2, 4, 7, 10, 7, 4, 10, 0, 8, 1, 10, 10, 6, 10, 7, 2, 7, 3, 0, 7, 0, 1, 0, 6, 3, 21, 11, 0, 0, 3, 2]","[5.0, 40.0, 40.0, 60.0, 80.0, 100.0, 115.0, 125.0, 125.0, 200.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 250.0, 300.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0, 325.0, 400.0, 400.0, 600.0, 600.0, 1500.0, 2000.0, 2500.0, 3500.0]",UP FRONT the card game,/projects/1325766284/up-front-the-card-game
1501,148003.0,"
HELLO EARTH will be available, for free, on all mobile devices, PC and Mac desktop computers, and the WiiU. Although the campaign is over, there are still exclusive items left so you can still support the game and special needs pets by clicking below.
",Lil BUB/Mike Bridavsky,Mobile Games,usd,100000.0,"Bloomington, IN",2406,"[309, 323, 269, 364, 77, 24, 410, 73, 67, 70, 63, 83, 21, 55, 21, 26, 5, 12, 8, 8, 5, 0, 0, 0, 1, 0]","[5.0, 15.0, 25.0, 35.0, 40.0, 40.0, 50.0, 60.0, 60.0, 75.0, 85.0, 100.0, 110.0, 150.0, 175.0, 250.0, 290.0, 350.0, 500.0, 750.0, 1500.0, 2500.0, 4500.0, 6000.0, 7500.0, 10000.0]",Lil BUB's HELLO EARTH: FUNDED,/projects/iamlilbub/lil-bubs-hello-earth-a-retro-8-bit-mobile-video-ga
1502,310751.0,"
The World’s First Patent Pending Denim Jeans & Tees That Repel Stains & Kill Odor To Keep You Fresh & Clean.
",ODO\u2122 DENIM,Fashion,usd,10000.0,"San Francisco, CA",2405,"[60, 32, 45, 333, 100, 229, 10, 304, 50, 630, 128, 271, 153, 33, 6, 1]","[1.0, 25.0, 25.0, 35.0, 95.0, 99.0, 109.0, 109.0, 125.0, 135.0, 139.0, 145.0, 195.0, 290.0, 480.0, 949.0]",ODO\u2122| Self-Cleaning Jeans & Tees Woven With Silver,/projects/1215717222/odotm-self-cleaning-jeans-that-never-stink-or-stai
1503,156018.0,"
A visual fashion dictionary with extensive information and easy-to-read layout in a compact size. Mini, but mighty.
",Fashionary International Ltd,Publishing,usd,20000.0,"Hong Kong, Hong Kong",2404,"[200, 1952, 189, 26, 9, 7, 6]","[45.0, 48.0, 92.0, 225.0, 430.0, 800.0, 1170.0]",FASHIONPEDIA - The Ultimate Fashion Bible,/projects/fashionary/fashionpedia-the-ultimate-fashion-bible
1504,136933.0,"
A groundbreaking exploration of gender inequality in the USA featuring top women's rights activists, leaders, and survivors. A brutal expose of a broken system, the film reignites the dialogue on full legal equality for all Americans.
",Kamala Lopez,Documentary,usd,87011.0,"Los Angeles, CA",2402,"[101, 233, 804, 475, 124, 99, 28, 26, 26, 1, 4, 3, 1, 5, 1]","[1.0, 7.0, 15.0, 25.0, 55.0, 100.0, 150.0, 200.0, 500.0, 750.0, 1000.0, 1500.0, 2000.0, 5000.0, 10000.0]",EQUAL MEANS EQUAL,/projects/889543128/equal-means-equal
1505,707631.0,"
Backpacks designed for your life on the move. Sleek, durable & ready for any challenge – it’s the new Minaal Bag Ecosystem.
",Minaal,Product Design,usd,10000.0,"Portland, OR",2402,"[19, 100, 99, 474, 623, 100, 946]","[10.0, 179.0, 189.0, 199.0, 249.0, 379.0, 399.0]",The Minaal Daily and Carry-on 2.0 - your travel speed boost.,/projects/minaal/the-minaal-daily-and-carry-on-2
1506,643030.0,"
Make a smart camera, speaker, and lightboard. Learn to code photo filters, songs, and data. Simple as Lego, computers inside.
",Kano,Product Design,usd,500000.0,"London, UK",2399,"[296, 295, 35, 1358, 24, 256, 13, 4, 12, 3]","[99.0, 99.0, 99.0, 249.0, 279.0, 499.0, 499.0, 750.0, 1000.0, 10000.0]","The Camera, Speaker, & Pixel Kit: physical computing for all",/projects/alexklein/creative-computing-for-all
1507,334170.0,"
The highly anticipated photo book of the award-winning 'Wonderland' series, by British fine art photographer Kirsty Mitchell.
",Kirsty Mitchell Photography,Photobooks,gbp,70000.0,"London, UK",2399,"[1720, 431, 140, 27, 53, 10, 4]","[122.0, 122.0, 243.0, 243.0, 1155.0, 4619.0, 5389.0]",The Wonderland Book,/projects/kirstymitchell/the-wonderland-book
1508,51124.0,"
A traditional role-playing game where no one has to get hurt.
",Toby Fox,Video Games,usd,5000.0,"Boston, MA",2398,"[1480, 99, 647, 1, 2, 20, 95, 10, 6, 2, 1]","[10.0, 25.0, 30.0, 31.0, 32.0, 50.0, 75.0, 100.0, 250.0, 500.0, 1000.0]",UnderTale,/projects/1002143342/undertale
1509,132023.0,"
Carry your camera with ease. This breathable strap is a lightweight, versatile and comfortable alternative to traditional straps.
",Custom SLR,Product Design,usd,15000.0,"San Francisco, CA",2396,"[8, 933, 965, 476, 1]","[5.0, 25.0, 50.0, 100.0, 250.0]",Air Strap: A Camera Strap\xa0That Does More With Less,/projects/customslr/air-strap-a-camera-strap-that-does-more-with-less
1510,95299.0,"
How the Commodore Amiga helped influence a generation of Developers to take Video Gaming to a whole new level!
",Nicola Caulfield & Anthony Caulfield,Documentary,gbp,50000.0,"London, UK",2395,"[891, 270, 771, 35, 241, 10, 40, 15, 51, 15, 3, 0, 0, 0, 5, 0, 5, 5, 2, 3, 2, 2]","[16.0, 31.0, 39.0, 54.0, 62.0, 101.0, 109.0, 179.0, 187.0, 389.0, 428.0, 459.0, 459.0, 459.0, 544.0, 770.0, 847.0, 847.0, 909.0, 909.0, 1065.0, 7773.0]",From Bedrooms to Billions: The Amiga Years!,/projects/1195082866/from-bedrooms-to-billions-the-amiga-years
1511,346127.0,"
Give a digital life to your paper creations with the Slate. Put any kind of paper or notebook on it and draw your imagination. Your creations are magically digitized in real time!
",ISKN Team,Technology,usd,35000.0,"Grenoble, France",2395,"[168, 74, 399, 1192, 365, 57, 100, 5, 0]","[1.0, 29.0, 119.0, 149.0, 149.0, 199.0, 279.0, 499.0, 4999.0]",iskn - Give Digital Life to your Paper Creations.,/projects/iskn/isketchnote-from-pen-and-paper-to-your-ipad
1512,130925.0,"
Talkase is a sleek and slim mini GSM mobile phone. It's the back-up phone you always wanted and the travel companion you always needed.
",WirelessMe,Gadgets,usd,60000.0,"San Jose, CA",2393,"[300, 300, 600, 599, 149, 306, 61, 20, 20]","[25.0, 29.0, 35.0, 39.0, 45.0, 49.0, 180.0, 280.0, 550.0]",Talkase: the must-have accessory for a mobile lifestyle.,/projects/nanosmart/talkase-the-must-have-accessory-for-a-mobile-lifes
1513,151483.0,"
Tammany Hall is a board game of backstabbing, corruption, temporary alliances and taking power at all costs.
",Pandasaurus Games,Tabletop Games,usd,35000.0,"Austin, TX",2392,"[31, 68, 2094, 162, 28, 2]","[1.0, 20.0, 55.0, 100.0, 190.0, 500.0]",Tammany Hall,/projects/pandasaurus/tammany-hall
1514,43600.0,"
A unique 3D hands-on puzzle adventure game, set in the exact time and place where the world's greatest inventor lived and worked.
",Blue Brain Games,Video Games,gbp,25000.0,"London, UK",2391,"[22, 499, 638, 234, 422, 40, 113, 140, 121, 84, 58, 0, 1, 1, 1]","[1.3, 5.0, 6.0, 13.0, 21.0, 26.0, 32.0, 32.0, 32.0, 65.0, 130.0, 389.0, 1295.0, 2590.0, 5180.0]",The House of Da Vinci,/projects/bluebraingames/the-house-of-da-vinci
1515,151877.0,"
Miniature animal skull replicas, reproduced in high detail using 3D scanning, 3D printing, and traditional lost wax casting.
",Fire & Bone,Product Design,usd,8000.0,"Brooklyn, NY",2391,"[52, 60, 99, 108, 330, 400, 148, 157, 200, 109, 91, 160, 54, 68, 126, 39, 22, 47, 9, 18, 17, 17, 2, 39, 3, 3]","[1.0, 20.0, 25.0, 30.0, 35.0, 35.0, 35.0, 40.0, 40.0, 40.0, 70.0, 70.0, 70.0, 100.0, 100.0, 100.0, 150.0, 150.0, 190.0, 190.0, 260.0, 260.0, 260.0, 290.0, 600.0, 600.0]","FIRE & BONE: Tiny, Digitally Captured, Metal Animal Skulls",/projects/fireandbone/fire-and-bone-tiny-digitally-captured-metal-animal
1516,95204.0,"
Perfectly pixeled isometric SRPG featuring dynamic job classes, character driven plot, strategic grid battles & an eclectic jazz OST.
",Becca Bair,Video Games,usd,90000.0,"Austin, TX",2390,"[58, 200, 1349, 282, 115, 100, 101, 32, 27, 27, 30, 5, 1, 2, 4, 6, 1, 1, 0]","[5.0, 17.0, 20.0, 30.0, 40.0, 50.0, 55.0, 75.0, 130.0, 160.0, 190.0, 300.0, 400.0, 500.0, 600.0, 800.0, 1000.0, 1000.0, 2500.0]",Arcadian Atlas - Tactical RPG Inspired by Classics,/projects/1266693296/arcadian-atlas-tactical-rpg-inspired-by-classics
1517,70929.0,"
Help us bring the Doctor Who® pinball table to game consoles and mobile devices for a whole new generation to enjoy!
",FarSight Studios,Video Games,usd,54364.0,"Big Bear Lake, CA",2389,"[40, 378, 234, 173, 496, 270, 271, 49, 43, 9, 4, 64, 32, 9, 2, 72, 23, 189, 4, 7, 5, 0, 0]","[1.0, 7.0, 10.0, 15.0, 17.0, 20.0, 25.0, 30.0, 35.0, 40.0, 45.0, 50.0, 60.0, 75.0, 80.0, 85.0, 99.0, 100.0, 200.0, 250.0, 500.0, 1000.0, 2500.0]",Pinball Arcade: Doctor Who,/projects/1067367405/pinball-arcade-doctor-who
1518,51936.0,"
Former videogame designer Richard Ham runs through the latest & greatest boardgames, putting YOU at the table
",Richard Ham,Tabletop Games,usd,30000.0,"Zebbug, Malta",2388,"[174, 361, 641, 385, 180, 336, 27, 44, 60, 38, 40, 15, 15, 9, 10, 3, 4, 0, 5, 4, 7, 5, 3, 0]","[1.0, 2.0, 5.0, 10.0, 20.0, 30.0, 40.0, 55.0, 70.0, 70.0, 100.0, 100.0, 130.0, 130.0, 160.0, 160.0, 190.0, 190.0, 220.0, 220.0, 225.0, 230.0, 525.0, 525.0]",Rahdo Runs Through... YEAR FIVE,/projects/1855928930/rahdo-runs-through-year-five
1519,299483.0,"
Q-workshop presents the most unique metal dice set on Earth— an all new and very special accessory for your Pathfinder game sessions!
",Q-workshop,Tabletop Games,usd,50000.0,"New York, NY",2387,"[149, 50, 1254, 54, 140, 199, 3, 335, 161, 10, 3]","[59.0, 64.0, 69.0, 84.0, 89.0, 89.0, 109.0, 129.0, 129.0, 619.0, 2000.0]",Pathfinder & Q-workshop Metal RPG Dice Set,/projects/q-workshop/pathfinder-and-q-workshop-metal-rpg-dice-set
1520,39739.0,"
Confederate Express is a strategy-oriented tactical RPG. The game is a Windows PC title.
",Maksym Pashanin,Video Games,usd,10000.0,"Navarre, FL",2386,"[1795, 269, 156, 69, 53, 20, 0, 0, 0, 0, 0]","[10.0, 25.0, 35.0, 50.0, 75.0, 100.0, 1000.0, 2500.0, 5000.0, 10000.0, 10000.0]",Confederate Express,/projects/829559023/confederate-express
1521,604978.0,"
Wireless, modular motion tracking system for the most natural and intuitive interaction with video games, virtual reality, and more.
",Sixense,Hardware,usd,250000.0,"Los Gatos, CA",2383,"[68, 64, 9, 198, 2, 113, 299, 118, 1280, 100, 19, 2, 4, 0, 0]","[10.0, 25.0, 65.0, 149.0, 149.0, 199.0, 199.0, 249.0, 299.0, 349.0, 1000.0, 1500.0, 2000.0, 5000.0, 10000.0]",STEM System: The Best Way to Interact with Virtual Worlds,/projects/89577853/stem-system-the-best-way-to-interact-with-virtual
1522,67159.0,"
We’re Back! After a successful Kickstarter design project-- TubShroom®--we're back with another great product called SinkShroom™!
",Serge and Elena Karnegie,Product Design,usd,7500.0,"New York, NY",2383,"[138, 200, 279, 95, 150, 229, 649, 45, 125, 188, 51, 31, 157, 18, 8]","[9.0, 10.0, 12.0, 17.0, 18.0, 22.0, 24.0, 32.0, 35.0, 35.0, 36.0, 40.0, 46.0, 54.0, 96.0]",SinkShroom\u2122 - World's Best Minimalistic Hair Catcher!,/projects/tubshroom/sinkshroom-worlds-best-minimalistic-hair-catcher
1523,143611.0,"
Cast, crew, and fans explore the classic time-travel trilogy's resonance throughout our culture 30 years after Marty went Back in Time.
",Jason Aron,Documentary,usd,50000.0,"New York, NY",2383,"[39, 784, 17, 436, 403, 86, 270, 116, 32, 16, 41, 25, 15, 14, 7, 2, 4, 3, 3, 2, 12, 2, 4, 1, 12, 1, 1, 1, 0, 2, 0, 1, 1, 3]","[5.0, 12.0, 15.0, 20.0, 25.0, 50.0, 50.0, 75.0, 100.0, 100.0, 125.0, 150.0, 250.0, 250.0, 300.0, 400.0, 400.0, 500.0, 500.0, 600.0, 600.0, 700.0, 750.0, 800.0, 900.0, 1000.0, 1500.0, 1500.0, 1500.0, 1800.0, 2700.0, 3000.0, 4500.0, 5000.0]",Back in Time - A Back to the Future Documentary,/projects/1193589543/back-in-time-a-back-to-the-future-documentary
1524,651803.0,"
OURA is a revolutionary ring-sized wellness computer that helps you sleep and perform better.
",\u014cURA,Wearables,usd,100000.0,"San Francisco, CA",2383,"[87, 500, 1188, 300, 157, 52, 2, 9, 4, 28, 1, 0]","[5.0, 199.0, 229.0, 398.0, 399.0, 418.0, 499.0, 597.0, 758.0, 895.0, 999.0, 7999.0]",OURA ring. Improve sleep. Perform better.,/projects/oura/oura-ring-improve-sleep-perform-better
1525,139229.0,"
Building a farm has never been so pleasant!
",Artipia Games,Tabletop Games,usd,20000.0,"Athens, Greece",2382,"[329, 2001]","[42.0, 50.0]",Fields of Green,/projects/241478362/fields-of-green
1526,118556.0,"
Compact, organized and smart Fishbone Charging Station designed for your home and office!
",Trendlift,Technology,usd,30000.0,"Hong Kong, Hong Kong",2379,"[83, 500, 500, 27, 500, 180, 36, 249, 14, 179, 33, 8, 19, 18, 22, 0]","[1.0, 29.0, 29.0, 35.0, 39.0, 39.0, 45.0, 55.0, 65.0, 75.0, 82.0, 85.0, 110.0, 112.0, 150.0, 10000.0]",Fishbone Charging Station \u2013 Tidy Up and Charge Up!,/projects/805339168/fishbone-charging-station-tidy-up-and-charge-up
1527,135820.0,"
Science needs blood. YOUR BLOOD! Join the prestigious and highly fatal ranks of the Action Scientists today!
",Tesladyne LLC,Comics,usd,7500.0,"Richmond, VA",2378,"[151, 616, 266, 7, 461, 131, 110, 49, 452, 76, 10, 9, 6, 3, 5, 3, 6]","[10.0, 20.0, 30.0, 30.0, 35.0, 40.0, 60.0, 80.0, 100.0, 150.0, 250.0, 250.0, 300.0, 300.0, 500.0, 600.0, 750.0]",Atomic Robo Needs You! Tesladyne Recruitment Drive!,/projects/tesladyne/atomic-robo-needs-you-tesladyne-recruitment-drive
1528,72139.0,"
A cinematic fairy tale platformer for PC, full of drama and dark twists. Step into the boots of a vengeful Red Riding Hood.
",GRIN Gamestudio,Video Games,usd,50000.0,"Antwerp, Belgium",2378,"[250, 928, 250, 166, 420, 242, 63, 6, 3, 2, 1]","[10.0, 15.0, 20.0, 25.0, 30.0, 50.0, 100.0, 300.0, 650.0, 1000.0, 1500.0]",Woolfe - The Red Hood Diaries,/projects/45588301/woolfe-the-red-hood-diaries
1529,222450.0,"
Purification and filtration in [ONE PRESS]. The GRAYL Ultralight makes safe, clean purified drinking water – anywhere in the world!
",GRAYL,Product Design,usd,25000.0,"Seattle, WA",2378,"[6, 200, 607, 175, 538, 26, 203, 518, 50, 13, 14]","[27.0, 45.0, 49.0, 65.0, 69.0, 72.0, 85.0, 125.0, 232.0, 299.0, 389.0]",GRAYL Ultralight \u2013 World's Best Purifier [+Filter] Bottle,/projects/1554849055/grayl-ultralight-worlds-best-purifier-filter-bottl
1530,67427.0,"
CHAINMAIL BIKINI is a comics anthology celebrating female gamers! Video games, RPGs, LARPing, and more.
",Hazel Newlevant,Anthologies,usd,13000.0,"Ridgewood, Queens, NY",2375,"[581, 1421, 50, 228, 24, 18, 9, 10, 5, 1, 1, 1, 1]","[10.0, 25.0, 45.0, 50.0, 60.0, 100.0, 100.0, 100.0, 100.0, 200.0, 200.0, 260.0, 500.0]",CHAINMAIL BIKINI: The Anthology of Women Gamers,/projects/771261167/chainmail-bikini-the-anthology-of-women-gamers
1531,235319.0,"
This Brom hardcover art book will be the largest, most comprehensive retrospective ever published on this renowned dark fantasy artist.
",Brom and Flesk Publications,Art Books,usd,12000.0,"San Jose, CA",2374,"[17, 348, 195, 368, 248, 290, 433, 200, 70, 100, 30, 29, 5, 1]","[47.0, 49.0, 49.0, 57.0, 57.0, 70.0, 70.0, 150.0, 160.0, 180.0, 300.0, 400.0, 2000.0, 10000.0]",The Art of Brom,/projects/596618838/the-art-of-brom
1532,149088.0,"
myType™ Keyboard wirelessly pairs with iPhone, iPad & Android via Bluetooth to create an office in your pocket™ while you're on the go!
",myType\u2122 Keyboard,Product Design,usd,10000.0,"Phoenix, AZ",2372,"[32, 500, 150, 40, 60, 50, 288, 1001, 94, 35, 78]","[5.0, 49.0, 59.0, 59.0, 59.0, 59.0, 59.0, 59.0, 67.0, 69.0, 75.0]",myType\u2122 Pocketable Bluetooth Keyboard for Phones & Tablets,/projects/mytype/mytypetm-pocketable-bluetooth-keyboard-for-phones
1533,599384.0,"
The easiest, most affordable jellyfish tank ever created.  And live jellyfish shipped to your doorstep!
",Jellyfish Art,Product Design,usd,50000.0,"Coconut Creek, FL",2371,"[366, 1000, 939]","[150.0, 250.0, 250.0]",Jellyfish Aquarium & Live Jellyfish Shipped to Your Doorstep,/projects/jellyfishart/jellyfish-aquarium
1534,107328.0,"
Masks is a tabletop RPG about a team of young superheroes forging their own identities in Halcyon City, a megapolis packed with heroes.
",Brendan G. Conway,Tabletop Games,usd,4000.0,"Haddonfield, NJ",2371,"[967, 585, 86, 255, 11, 63, 76, 15, 42, 50, 22, 79, 15, 19, 59, 4, 2]","[10.0, 30.0, 50.0, 60.0, 60.0, 70.0, 80.0, 90.0, 100.0, 100.0, 120.0, 135.0, 150.0, 175.0, 200.0, 250.0, 500.0]",Masks: A New Generation,/projects/1277034820/masks-a-new-generation
1535,242483.0,"
An exciting new adventure from the creators of Star Trek: Of Gods and Men.  Boldly going where no Trek has gone before!
",the Star Trek: Renegades team,Narrative Film,usd,200000.0,"Los Angeles, CA",2367,"[178, 1192, 484, 126, 99, 81, 39, 11, 5, 31, 5, 0, 1, 1, 1, 3, 3, 1, 1]","[10.0, 25.0, 50.0, 75.0, 100.0, 100.0, 150.0, 250.0, 250.0, 500.0, 1000.0, 2500.0, 2500.0, 5000.0, 5000.0, 10000.0, 10000.0, 10000.0, 10000.0]",Star Trek: Renegades,/projects/145553614/star-trek-renegades
1536,141913.0,"
Beautiful design and high-end components come together for the most elegant and flexible power solution in existence.
",Greg Petersen,Product Design,usd,50000.0,"Orem, UT",2366,"[13, 800, 840, 100, 512, 85, 0]","[6.0, 25.0, 30.0, 85.0, 100.0, 200.0, 240.0]",MOS Reach - Power Everywhere,/projects/1578125715/mos-reach-power-everywhere
1537,77499.0,"
Help us bring The Twilight Zone pinball table to game consoles and mobile devices for a whole new generation to enjoy.
",FarSight Studios,Video Games,usd,55000.0,"Big Bear Lake, CA",2365,"[1165, 134, 539, 123, 119, 233, 12, 2, 1, 0]","[10.0, 20.0, 25.0, 40.0, 50.0, 100.0, 500.0, 1000.0, 5000.0, 10000.0]",Pinball Arcade: The Twilight Zone,/projects/1067367405/pinball-arcade-the-twilight-zone
1538,153328.0,"
Help me create precision Dice machined from various solid metals such as Aluminum, Titanium, Copper, Brass, Tungsten and more!
",Amber Rix,Product Design,usd,3000.0,"Tucson, AZ",2364,"[51, 518, 187, 285, 53, 70, 318, 68, 131, 7, 34, 10, 178, 13, 24, 26, 7, 25, 30, 79, 60, 21, 16, 79, 21, 46]","[1.0, 12.0, 19.0, 22.0, 26.0, 33.0, 33.0, 35.0, 45.0, 49.0, 53.0, 62.0, 65.0, 74.0, 85.0, 90.0, 94.0, 98.0, 129.0, 130.0, 160.0, 170.0, 196.0, 245.0, 320.0, 490.0]",Precision Machined Dice,/projects/124127689/precision-machined-dice
1539,222197.0,"
Free Your Music - From Every Phone, To All Speakers, For Everyone. ROCKI Wifi Music System, Multi-room, Multi-User, Multi-Speakers
",ROCKI,Technology,usd,50000.0,"New York, NY",2362,"[0, 600, 832, 21, 17, 205, 300, 148, 199, 0, 1]","[18.0, 45.0, 49.0, 49.0, 49.0, 89.0, 135.0, 145.0, 179.0, 300.0, 10000.0]","ROCKI Wifi Music System, From Every Phone, To All Speakers",/projects/rocki/rocki-wifi-music-system-from-every-phone-to-all-sp
1540,125814.0,"
Premium vegetable-tanned leather belts built to last. Finally a classic, minimalist design for your raw denim jeans at wholesale price.
",EH Leather Goods,Product Design,usd,10000.0,"San Francisco, CA",2358,"[12, 45, 500, 850, 208, 58, 10, 472, 140, 49]","[2.0, 15.0, 37.0, 37.0, 39.0, 45.0, 45.0, 72.0, 95.0, 130.0]",The Quarter Century Belt |  25 Years Guaranteed.,/projects/63256961/the-quarter-century-belt-25-years-guaranteed
1541,701239.0,"
Lightweight  and highly efficient all-in-one design pedal assist that fits on practically any bicycle.
",FlyKly,Product Design,usd,100000.0,"New York, NY",2358,"[759, 356, 99, 964, 57]","[1.0, 59.0, 550.0, 590.0, 700.0]",FlyKly Smart Wheel,/projects/flykly/flykly-smart-wheel
1542,148728.0,"
Help us create the first fully Indigenous restaurant experience!    
#thesiouxchef
",The Sioux Chef\u2122,Restaurants,usd,100000.0,"Minneapolis, MN",2358,"[17, 360, 298, 468, 229, 145, 72, 294, 102, 81, 48, 30, 22, 9, 1, 0]","[5.0, 10.0, 15.0, 25.0, 40.0, 50.0, 75.0, 80.0, 125.0, 150.0, 200.0, 250.0, 500.0, 1000.0, 5000.0, 10000.0]",THE SIOUX CHEF: A Native American Restaurant,/projects/siouxchef/the-sioux-chef-a-native-american-restaurant
1543,357655.0,"
A film that will capture the power, mystery, and character of the Holy Spirit through amazing God encounters around the world.
",Darren Wilson,Film &amp; Video,usd,200000.0,"Elgin, IL",2356,"[639, 141, 25, 380, 9, 641, 240, 82, 4, 14, 13, 3, 6, 2, 0, 2, 4, 4, 3]","[20.0, 25.0, 45.0, 60.0, 70.0, 100.0, 140.0, 250.0, 750.0, 1000.0, 1000.0, 3000.0, 3000.0, 5000.0, 5000.0, 7000.0, 10000.0, 10000.0, 10000.0]",Holy Ghost Experience,/projects/wpfilm/holy-ghost-experience
1544,46190.0,"
An Indie strategy/rogue-like about life, legacy & love from the creator of Highgrounds. Lovingly dubbed ""The 5-Minute Civilization.""
",Scott Brodie,Video Games,usd,32000.0,"Seattle, WA",2355,"[1237, 145, 500, 209, 89, 64, 40, 18, 8, 1, 4, 3, 2]","[10.0, 15.0, 20.0, 25.0, 30.0, 35.0, 50.0, 100.0, 150.0, 250.0, 325.0, 400.0, 800.0]",Hero Generations,/projects/heartshapedgames/hero-generations
1545,51734.0,"
POC Destroy Science Fiction! is a special issue of the Hugo-winning magazine LIGHTSPEED, 100% written—and edited—by POC creators.
",Lightspeed Magazine,Literary Journals,usd,5000.0,"Lompoc, CA",2354,"[872, 618, 460, 68, 289, 24, 2, 0, 0]","[5.0, 20.0, 23.0, 24.0, 36.0, 72.0, 300.0, 300.0, 300.0]",PEOPLE OF COLO(U)R DESTROY SCIENCE FICTION!,/projects/lightspeedmagazine/people-of-colour-destroy-science-fiction
1546,135429.0,"
A 60-90 min cooperative game where 2-6 players solve puzzles, crack codes & find hidden clues to thwart a mad scientist's plot.
",Juliana Patel & Ariel Rubin,Tabletop Games,usd,19500.0,"Los Angeles, CA",2353,"[118, 1234, 926, 47, 5, 0, 0, 0]","[1.0, 45.0, 45.0, 60.0, 320.0, 320.0, 1000.0, 1000.0]",Escape Room In A Box: The Werewolf Experiment,/projects/361817408/escape-room-in-a-box-the-werewolf-experiment
1547,314241.0,"
A wool shirt worn for 100 days straight. No washing. No dry cleaning.

No wrinkles. No odor.
",Wool&Prince,Fashion,usd,30000.0,"New York, NY",2352,"[31, 21, 14, 1000, 500, 100, 300, 100, 200, 0]","[10.0, 50.0, 80.0, 98.0, 98.0, 99.0, 190.0, 190.0, 280.0, 5000.0]",Wool&Prince: The Better Button-Down. Guaranteed.,/projects/1868906/woolandprince-the-better-button-down-guaranteed
1548,177705.0,"
Need a few extra pockets? Bolstr is the perfect crossbody bag for guys and their smart phones, keys, wallets, sunglasses, and just a few more items. One of a kind and well reviewed by backers and customers.
",Jay Yoo,Product Design,usd,10000.0,"Cleveland, OH",2352,"[13, 90, 24, 200, 225, 275, 74, 250, 23, 8, 130, 500, 122, 40, 39, 6, 9, 21, 24, 11, 55, 1, 126, 73, 2]","[1.0, 15.0, 25.0, 45.0, 55.0, 60.0, 60.0, 65.0, 65.0, 65.0, 70.0, 75.0, 75.0, 80.0, 80.0, 80.0, 80.0, 100.0, 110.0, 110.0, 115.0, 125.0, 125.0, 125.0, 555.0]",bolstr - The Ultimate EDC Bag. Minimal and Perfectly Sized.,/projects/jayyoo/bolstr-the-ultimate-edc-bag-minimal-and-perfectly
1549,85266.0,"
A heartwarming tabletop RPG from Japan about magical animals helping people.
",Ewen Cluney,Tabletop Games,usd,7000.0,"San Jose, CA",2350,"[37, 695, 932, 97, 274, 71, 13, 12, 57, 108, 34, 10, 3, 0]","[1.0, 10.0, 25.0, 40.0, 50.0, 50.0, 65.0, 65.0, 65.0, 90.0, 120.0, 200.0, 500.0, 2500.0]",Golden Sky Stories: Heartwarming Role-Playing,/projects/nekoewen/golden-sky-stories-heartwarming-role-playing
1550,42032.0,"
Mount your Apple or Android devices and other accessories, create and make your designs, organize your space and much more.
",B&A Studio,Design,usd,2000.0,"Houston, TX",2350,"[155, 580, 243, 46, 200, 250, 450, 313, 104]","[8.0, 8.0, 8.0, 8.0, 12.0, 12.0, 12.0, 12.0, 12.0]","PuGoo Mini - Mount, Create, DIY",/projects/957745871/pugoo-mini-mount-create-diy
1551,137973.0,"
The best-selling party game that supports up to 75 players, with more than 40 unique roles!
",Bezier Games,Tabletop Games,usd,5000.0,"San Jose, CA",2350,"[29, 1682, 88, 151, 383, 2, 4]","[1.0, 25.0, 50.0, 75.0, 125.0, 750.0, 1000.0]",Ultimate Werewolf Deluxe Edition,/projects/tedalspach/ultimate-werewolf-deluxe-edition
